9.308570623397827148e-02,-2.236684858798980713e-01,1.688063442707061768e-01,4.028874039649963379e-01,6.116395071148872375e-02,-1.262852698564529419e-01,-2.710752785205841064e-01,8.221555501222610474e-02,-1.153444647789001465e-01,7.657298445701599121e-02,2.083274722099304199e-01,-2.265695855021476746e-02,1.803713440895080566e-01,2.203590571880340576e-01,-8.680232614278793335e-02,2.532453536987304688e-01,-1.134205143898725510e-02,-1.080437097698450089e-02,3.878815332427620888e-03,1.319324374198913574e-01
9.127033874392509460e-03,2.328715026378631592e-01,4.275165498256683350e-02,-2.326292097568511963e-01,2.375137433409690857e-02,-2.175905555486679077e-01,5.718949809670448303e-02,1.825670301914215088e-01,1.079688873142004013e-02,2.022855728864669800e-01,-1.587265916168689728e-02,-6.433898955583572388e-02,3.378670215606689453e-01,2.948890067636966705e-02,-2.761256881058216095e-02,1.330012679100036621e-01,-3.188066780567169189e-01,9.279381483793258667e-02,2.568333446979522705e-01,1.953117251396179199e-01
1.638512611389160156e-01,1.106786057353019714e-01,9.642493724822998047e-02,-8.042542636394500732e-02,-2.846901118755340576e-01,-4.869928583502769470e-02,-1.283160150051116943e-01,2.334077358245849609e-01,1.278737038373947144e-01,-9.106003679335117340e-03,1.891098171472549438e-01,2.977981865406036377e-01,-2.544189989566802979e-01,-1.142694707959890366e-02,5.678892135620117188e-02,-6.314293295145034790e-02,9.351857751607894897e-02,-9.605295211076736450e-02,-9.558932483196258545e-02,1.521523445844650269e-01
-3.895543981343507767e-03,-1.648367494344711304e-01,3.060386478900909424e-01,-2.530510351061820984e-02,-2.735006511211395264e-01,1.286270022392272949e-01,-9.886904805898666382e-02,-4.098301008343696594e-02,-3.093674778938293457e-01,6.498596817255020142e-02,-2.096406221389770508e-01,-3.591951429843902588e-01,3.543184325098991394e-02,3.242861926555633545e-01,3.154318407177925110e-02,-3.627301752567291260e-02,-2.170794308185577393e-01,-2.071970328688621521e-02,-1.649248600006103516e-01,-1.195608824491500854e-01
-8.859301358461380005e-02,1.418727785348892212e-01,6.086910516023635864e-02,9.423885494470596313e-02,1.783903688192367554e-01,5.398780107498168945e-02,6.149962916970252991e-02,-1.062565371394157410e-01,-1.141472533345222473e-01,5.747970938682556152e-02,1.185580492019653320e-01,-1.460426598787307739e-01,3.015930056571960449e-01,5.837780982255935669e-02,-1.189009472727775574e-01,-1.052162870764732361e-01,1.914051324129104614e-01,-1.288346201181411743e-01,-9.949718415737152100e-02,-2.303701639175415039e-01
1.864784210920333862e-01,-2.980227395892143250e-02,1.101081818342208862e-01,2.329896762967109680e-02,9.720704704523086548e-02,3.154239058494567871e-01,-2.993242256343364716e-02,-6.060972809791564941e-04,-3.679809272289276123e-01,-2.655327320098876953e-01,-4.589345306158065796e-03,2.479479461908340454e-01,2.231243811547756195e-02,-2.468395680189132690e-01,2.241756394505500793e-02,1.402655690908432007e-01,-8.765160292387008667e-02,3.024248033761978149e-02,2.584510147571563721e-01,-6.588171422481536865e-02
1.704703122377395630e-01,3.309809267520904541e-01,-2.615944743156433105e-01,1.872411370277404785e-02,1.669307798147201538e-02,-3.464899063110351562e-01,4.550833255052566528e-02,-3.829898312687873840e-03,-1.867652535438537598e-01,-5.211446806788444519e-02,-1.727616339921951294e-01,-9.892848879098892212e-02,6.045071408152580261e-02,1.178897172212600708e-01,-7.750155776739120483e-02,1.234472393989562988e-01,3.268041312694549561e-01,-2.388711720705032349e-01,-5.201454088091850281e-02,1.689507067203521729e-01
-1.926576197147369385e-01,-2.445128858089447021e-01,-6.315685808658599854e-02,-1.118589788675308228e-01,3.092360869050025940e-02,3.746442496776580811e-02,2.334711998701095581e-01,2.958254329860210419e-02,2.356266602873802185e-02,-5.481548234820365906e-02,2.355599962174892426e-02,-1.656434386968612671e-01,7.564865797758102417e-02,-8.901987224817276001e-02,8.726881444454193115e-02,3.288440108299255371e-01,8.746550232172012329e-02,-6.822425872087478638e-02,-9.634004533290863037e-02,4.022178947925567627e-01
4.901900514960289001e-02,4.434165358543395996e-02,2.495621144771575928e-01,-5.323519930243492126e-02,-2.152725355699658394e-03,-1.193901821970939636e-01,1.583973616361618042e-01,-1.117029264569282532e-01,9.929399937391281128e-02,-6.757283955812454224e-02,-1.083345934748649597e-01,-1.997698098421096802e-01,-2.252604216337203979e-01,-1.592526882886886597e-01,1.296799629926681519e-01,1.387981772422790527e-01,-1.963091939687728882e-01,-1.509901732206344604e-01,-2.643778026103973389e-01,7.069721072912216187e-02
6.212045252323150635e-02,3.333739638328552246e-01,-6.530294567346572876e-02,2.170063108205795288e-01,9.843515232205390930e-03,1.028222516179084778e-01,-9.710101038217544556e-02,-2.787083387374877930e-01,1.039841696619987488e-01,5.902362987399101257e-02,2.124849855899810791e-01,-3.771961927413940430e-01,-1.246545985341072083e-01,-5.134468153119087219e-02,6.822020746767520905e-03,-5.107511952519416809e-02,4.276155680418014526e-02,-6.745792925357818604e-02,8.099317550659179688e-02,-6.149631366133689880e-02
